Continent_Of_Death	Country_Of_Death	Location_Of_Death	Dead_Host_Order	BirdTree_Dead_Host_Species	Dead_Host_Native_To	Host_Native_Or_Not	Host_Captive_Or_Wild	Host_Age	Naive_To_Parasite	Parasite_Genus	Parasite_Cytb_Lineage	SESMPD	Parasite_Distribution	Authors_State_Caused_Or_Associated_W_Death	Pathology_Or_Stated_Cause_Of_Death	Paper_Title	Year	Citation	Notes
Oceania	Australia	Penguin Island	Spheniciformes	Eudyptula_minor	"New Zealand, Australia"	Native	Wild	Adult	Naive	Haemoproteus	EUMIN01	1.76	"Oceania,South America"	Caused_death	"Pg. 6: ""Haemoproteus spp. were identified by PCR in four dead penguins in 2011 and 2012, and morphologically identical tissue stage parasites were observed in all ten dead penguins associated with significant pathological changes sufficient to result in acute death. It is worth noting that parasites were not seen in histologically normal tissue, only in areas affected by significant pathological changes. Given that the birds were still in adequate to good body condition (as evidenced by adequate subcutaneous and intra-abdominal adipose); it is unlikely that the penguins died from starvation. This, combined with the fact that significant hepatic and splenic necrosis associated with Haemoproteus spp. was seen indicates that disseminated haemoproteosis was responsible for their deaths."""	The pathology and pathogenicity of a novel Haemoproteus spp. infection in wild Little Penguins (Eudyptula minor) 	2013	Cannell et al.	Sample 12/338
Oceania	Australia	Penguin Island	Spheniciformes	Eudyptula_minor	"New Zealand, Australia"	Native	Wild	Adult	Naive	Haemoproteus	EUMIN01	1.76	"Oceania,South America"	Caused_death	"Pg. 6: ""Haemoproteus spp. were identified by PCR in four dead penguins in 2011 and 2012, and morphologically identical tissue stage parasites were observed in all ten dead penguins associated with significant pathological changes sufficient to result in acute death. It is worth noting that parasites were not seen in histologically normal tissue, only in areas affected by significant pathological changes. Given that the birds were still in adequate to good body condition (as evidenced by adequate subcutaneous and intra-abdominal adipose); it is unlikely that the penguins died from starvation. This, combined with the fact that significant hepatic and splenic necrosis associated with Haemoproteus spp. was seen indicates that disseminated haemoproteosis was responsible for their deaths."""	The pathology and pathogenicity of a novel Haemoproteus spp. infection in wild Little Penguins (Eudyptula minor) 	2013	Cannell et al.	Sample 12/021
Oceania	Australia	Penguin Island	Spheniciformes	Eudyptula_minor	"New Zealand, Australia"	Native	Wild	Juvenile	Naive	Haemoproteus	EUMIN01	1.76	"Oceania,South America"	Caused_death	"Pg. 6: ""Haemoproteus spp. were identified by PCR in four dead penguins in 2011 and 2012, and morphologically identical tissue stage parasites were observed in all ten dead penguins associated with significant pathological changes sufficient to result in acute death. It is worth noting that parasites were not seen in histologically normal tissue, only in areas affected by significant pathological changes. Given that the birds were still in adequate to good body condition (as evidenced by adequate subcutaneous and intra-abdominal adipose); it is unlikely that the penguins died from starvation. This, combined with the fact that significant hepatic and splenic necrosis associated with Haemoproteus spp. was seen indicates that disseminated haemoproteosis was responsible for their deaths."""	The pathology and pathogenicity of a novel Haemoproteus spp. infection in wild Little Penguins (Eudyptula minor) 	2013	Cannell et al.	Sample 11/626
Oceania	Australia	Penguin Island	Spheniciformes	Eudyptula_minor	"New Zealand, Australia"	Native	Wild	Adult	Unknown	Haemoproteus	EUMIN02	NA	Unknown_Single_Record	Caused_death	"Pg. 6: ""Haemoproteus spp. were identified by PCR in four dead penguins in 2011 and 2012, and morphologically identical tissue stage parasites were observed in all ten dead penguins associated with significant pathological changes sufficient to result in acute death. It is worth noting that parasites were not seen in histologically normal tissue, only in areas affected by significant pathological changes. Given that the birds were still in adequate to good body condition (as evidenced by adequate subcutaneous and intra-abdominal adipose); it is unlikely that the penguins died from starvation. This, combined with the fact that significant hepatic and splenic necrosis associated with Haemoproteus spp. was seen indicates that disseminated haemoproteosis was responsible for their deaths."""	The pathology and pathogenicity of a novel Haemoproteus spp. infection in wild Little Penguins (Eudyptula minor) 	2013	Cannell et al.	Sample 12/020
South America	Brazil	Sao Paulo	Anseriformes	Alopochen_aegyptiaca	Africa	Not	Captive	Adult	Naive	Plasmodium	DENPET03	0.03	"North America,South America"	Associated_with_death	"Pg. 287: ""Plasmodium sp. parasitemia, splenomegaly, a severe pulmonary edema and the presence of signs of multifocal necrosis on the liver were also observed."" ﾉ ""However, the hepatitis may have been caused by the fungal toxin released by Aspergillus sp. and could have contributed to the gooseﾕs death (Quist et al., 2007). The causa mortis was likely respiratory insufficiency."""	"Plasmodium (Novyella) nucleophilum from an Egyptian Goose in Sa_o Paulo Zoo, Brazil: microscopic confirmation and molecular characterization "	2013	Chagas et al.	Aspergillus sp. Infection also noted
South America	Brazil	Florianopolis	Spheniciformes	Spheniscus_magellanicus	South America (Insular)	Not	Captive	Unknown	Naive	Plasmodium	SPMAG04	-0.13	South America	Caused_death	"Pg. 6: ""All deceased penguins had good body condition, normal appetite and behavior on the days preceding their deaths, and shared similar necropsy findings: hydropericardium, cardiomegaly, lung congestion, hepatomegaly and splenomegaly."" Pg. 9: ""Furthermore, the observation that 61.6% of the penguins diagnosed with P. tejerai have died suggests this is a highly pathogenic parasite for penguins."""	Outbreak of avian malaria associated to multiple species of Plasmodium in magellanic penguins undergoing rehabilitation in southern Brazil	2014	Vanstreels et al.	Host 503. Lineage determined from supplementary FASTA file.
South America	Brazil	Florianopolis	Spheniciformes	Spheniscus_magellanicus	South America (Insular)	Not	Captive	Unknown	Unknown	Plasmodium	SPMAG01	NA	Unknown_Single_Record	Caused_death	"Pg. 7: ""Histopathology was examined for three individuals (506, 584, 593), all of which were infected only with P. tejerai. Tissue meronts were occasionally present in macrophages, but were overall most common in endothelial cells. Meronts were most frequent in the heart and kidneys, moderately frequent in the lungs and colon, and were rare in other tissues (spleen, liver, testicles, brain, duodenum, pancreas, gastrointestinal tract-associated lymphoid tissue, thyroid, parathyroid)."" Pg. 9: ""Furthermore, the observation that 61.6% of the penguins diagnosed with P. tejerai have died suggests this is a highly pathogenic parasite for penguins."""	Outbreak of avian malaria associated to multiple species of Plasmodium in magellanic penguins undergoing rehabilitation in southern Brazil	2014	Vanstreels et al.	Host 506. Lineage determined from supplementary FASTA file.
South America	Brazil	Florianopolis	Spheniciformes	Spheniscus_magellanicus	South America (Insular)	Not	Captive	Unknown	Naive	Plasmodium	SPMAG04	-0.13	South America	Caused_death	"Pg. 6: ""All deceased penguins had good body condition, normal appetite and behavior on the days preceding their deaths, and shared similar necropsy findings: hydropericardium, cardiomegaly, lung congestion, hepatomegaly and splenomegaly."" Pg. 9: ""Furthermore, the observation that 61.6% of the penguins diagnosed with P. tejerai have died suggests this is a highly pathogenic parasite for penguins."""	Outbreak of avian malaria associated to multiple species of Plasmodium in magellanic penguins undergoing rehabilitation in southern Brazil	2014	Vanstreels et al.	Host 508. Lineage determined from supplementary FASTA file.
South America	Brazil	Florianopolis	Spheniciformes	Spheniscus_magellanicus	South America (Insular)	Not	Captive	Unknown	Unknown	Plasmodium	SPMAG02	NA	Unknown_Single_Record	Caused_death	"Pg. 6: ""All deceased penguins had good body condition, normal appetite and behavior on the days preceding their deaths, and shared similar necropsy findings: hydropericardium, cardiomegaly, lung congestion, hepatomegaly and splenomegaly."" Pg. 9: ""Furthermore, the observation that 61.6% of the penguins diagnosed with P. tejerai have died suggests this is a highly pathogenic parasite for penguins."""	Outbreak of avian malaria associated to multiple species of Plasmodium in magellanic penguins undergoing rehabilitation in southern Brazil	2014	Vanstreels et al.	Host 520. Lineage determined from supplementary FASTA file.
Europe	Austria	Vienna	Passeriformes	Erithacus_rubecula	"Europe, Africa"	Native	Wild	Unknown	Not_Naive	Plasmodium	LINN1	-1.56	"Africa,Asia,Europe,North America,Oceania"	Caused_death	"Pg. 1458: ""In positive cases, the signals were found in all investigated tissues but were most abundant in the brain, liver, lung and spleen (Fig. 3aﾐd). In addition to exoerythrocytic stages which were present in endothelia of all tissues, sinusoidal and von Kupffer cells of the liver, and not definitely identifiable cells of the spleen, in most blood vessels erythrocytic stages were labelled as well. In 20 cases, high amounts of meronts could be noticed especially in the brain, liver, lung and spleen (Fig. 3aﾐd), whereas only a moderate parasitic load was present in heart samples. In eight birds, samples of the brain, liver and spleen exhibited a moderate amount of Plasmodium tissue stages, while the parasitic load of lung and heart samples was mild. In six cases, there was only a mild affection rate of all exam- ined tissue samples."" Pg. 1460: "" Here, we were able to prove that some of these cases most likely died due to avian malaria."""	In situ hybridization and sequence analysis reveal an association of Plasmodium spp. with mortalities in wild passerine birds in Austria 	2015	Dinhopl et al.	From Table 2. Sequence could not be distinguished from lineage AFTRU5
Europe	Austria	Vienna	Piciformes	Dendrocopos_major	Eurasia	Native	Wild	Unknown	Not_Naive	Plasmodium	LINN1	-1.56	"Africa,Asia,Europe,North America,Oceania"	Caused_death	"Pg. 1458: ""In positive cases, the signals were found in all investigated tissues but were most abundant in the brain, liver, lung and spleen (Fig. 3aﾐd). In addition to exoerythrocytic stages which were present in endothelia of all tissues, sinusoidal and von Kupffer cells of the liver, and not definitely identifiable cells of the spleen, in most blood vessels erythrocytic stages were labelled as well. In 20 cases, high amounts of meronts could be noticed especially in the brain, liver, lung and spleen (Fig. 3aﾐd), whereas only a moderate parasitic load was present in heart samples. In eight birds, samples of the brain, liver and spleen exhibited a moderate amount of Plasmodium tissue stages, while the parasitic load of lung and heart samples was mild. In six cases, there was only a mild affection rate of all exam- ined tissue samples."" Pg. 1460: "" Here, we were able to prove that some of these cases most likely died due to avian malaria."""	In situ hybridization and sequence analysis reveal an association of Plasmodium spp. with mortalities in wild passerine birds in Austria 	2015	Dinhopl et al.	From Table 2. Sequence could not be distinguished from lineage AFTRU5
Europe	Austria	Vienna	Passeriformes	Coccothraustes_coccothraustes	Eurasia	Native	Wild	Unknown	Not_Naive	Plasmodium	LINN1	-1.56	"Africa,Asia,Europe,North America,Oceania"	Caused_death	"Pg. 1458: ""In positive cases, the signals were found in all investigated tissues but were most abundant in the brain, liver, lung and spleen (Fig. 3aﾐd). In addition to exoerythrocytic stages which were present in endothelia of all tissues, sinusoidal and von Kupffer cells of the liver, and not definitely identifiable cells of the spleen, in most blood vessels erythrocytic stages were labelled as well. In 20 cases, high amounts of meronts could be noticed especially in the brain, liver, lung and spleen (Fig. 3aﾐd), whereas only a moderate parasitic load was present in heart samples. In eight birds, samples of the brain, liver and spleen exhibited a moderate amount of Plasmodium tissue stages, while the parasitic load of lung and heart samples was mild. In six cases, there was only a mild affection rate of all exam- ined tissue samples."" Pg. 1460: "" Here, we were able to prove that some of these cases most likely died due to avian malaria."""	In situ hybridization and sequence analysis reveal an association of Plasmodium spp. with mortalities in wild passerine birds in Austria 	2015	Dinhopl et al.	From Table 2. Sequence could not be distinguished from lineage AFTRU5
